date,dungeon,result,time,mana,crystal,energy,drop,grade,sell_value,set,efficiency,slot,rarity,main_stat,prefix_stat,sub1,sub2,sub3,sub4,team1,team2,team3,team4,team5
2017-06-27 15:42,"Giant's Keep B10",Win,1:12,3510,0,3,Symbol of Chaos x6,,,,,,,,,,,,,Lushen,Lyn,Stella,Taor,Hwa
2017-06-27 16:12,"Giant's Keep B10",Lost,1:10,524,0,1,,,,,,,,,,,,,,Lushen,Lyn,Sigmarus,Taor,Galleon
2017-06-27 16:13,"Giant's Keep B10",Win,0:54,4035,0,1,Rune,5*,7267,Fatal,43.82,1,Hero,ATK +15,,CRI Rate 4%,SPD +3,HP 6%,,Lushen,Lyn,Hwa,Taor,Galleon
2017-06-27 16:15,"Giant's Keep B10",Win,1:06,3761,0,2,Rune,5*,5355,Blade,39.91,4,Rare,CRI Dmg 8%,,ATK +13,DEF 7%,,,Lushen,Lyn,Hwa,Taor,Galleon
2017-06-27 16:17,"Giant's Keep B10",Win,1:20,3724,0,1,Rune,5*,15300,Despair,43.48,2,Rare,DEF 8%,SPD +3,Resistance 6%,HP +296,,,Lushen,Lyn,Hwa,Taor,Galleon
2017-06-27 16:18,"Giant's Keep B10",Win,1:02,3452,0,0,Summoning Stones x3,,,,,,,,,,,,,Lushen,Lyn,Hwa,Sigmarus,Galleon
2017-06-27 16:32,"Giant's Keep B10",Win,1:02,3996,0,1,Rune,5*,8075,Swift,45.40,1,Rare,ATK +15,HP 7%,SPD +5,CRI Dmg 3%,,,Lushen,Lyn,Hwa,Sigmarus,Galleon
2017-06-27 16:34,"Giant's Keep B10",Win,1:05,3639,0,1,Symbol of Harmony x8,,,,,,,,,,,,,Lushen,Lyn,Hwa,Sigmarus,Galleon
2017-06-27 16:35,"Giant's Keep B10",Win,1:09,4279,0,1,Rune Piece x8,,,,,,,,,,,,,Lushen,Lyn,Hwa,Sigmarus,Galleon
2017-06-27 16:37,"Giant's Keep B10",Win,1:09,3862,0,0,Rune,5*,14535,Despair,43.14,1,Rare,ATK +15,ATK 4%,HP 6%,CRI Dmg 4%,,,Lushen,Lyn,Hwa,Sigmarus,Galleon
2017-06-27 16:39,"Giant's Keep B10",Win,1:01,3884,0,1,Rune,5*,13005,Despair,43.10,6,Rare,DEF +15,HP 6%,Accuracy 6%,HP +118,,,Lushen,Lyn,Hwa,Sigmarus,Galleon
2017-06-27 16:40,"Giant's Keep B10",Win,1:06,3938,0,0,Rainbowmon 2,,,,,,,,,,,,,Lushen,Lyn,Hwa,Sigmarus,Galleon
2017-06-28 11:31,"Dragon's Lair B10",Win,2:24,4260,0,0,Symbol of Transcendance x10,,,,,,,,,,,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-28 11:34,"Dragon's Lair B10",Win,2:31,4190,1,0,Symbol of Harmony x6,,,,,,,,,,,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-28 11:37,"Dragon's Lair B10",Win,2:30,4820,0,1,Rune,5*,10880,Focus,60.54,5,Legendary,HP +270,Resistance 7%,ATK +15,HP 7%,SPD +3,CRI Rate 5%,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-28 11:45,"Dragon's Lair B10",Win,2:11,4715,0,2,Symbol of Harmony x4,,,,,,,,,,,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-28 11:48,"Dragon's Lair B10",Win,2:31,4564,0,0,Rune,5*,11900,Focus,45.51,2,Legendary,HP 8%,,Accuracy 5%,ATK +10,HP +215,ATK 5%,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-28 11:51,"Dragon's Lair B10",Win,2:14,4036,0,1,Rune,6*,22824,Violent,51.79,5,Rare,HP +360,Resistance 5%,HP 7%,DEF 6%,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-28 11:54,"Dragon's Lair B10",Win,2:15,4064,0,0,Rune,5*,12240,Violent,45.48,5,Rare,HP +270,DEF +12,Accuracy 5%,ATK +10,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-28 11:59,"Dragon's Lair B10",Win,2:36,4230,0,0,Rune,6*,11887,Focus,51.06,3,Rare,DEF +22,CRI Dmg 6%,Resistance 5%,SPD +4,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-28 12:02,"Dragon's Lair B10",Win,2:43,4500,0,1,Rune,5*,5100,Guard,39.45,3,Rare,DEF +15,,Accuracy 6%,HP +208,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-28 12:05,"Dragon's Lair B10",Win,2:35,4281,0,0,Rune,5*,13600,Revenge,40.96,2,Hero,DEF +15,,DEF 6%,ATK +8,HP +137,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-28 12:09,"Dragon's Lair B10",Win,2:07,4204,0,0,Symbol of Harmony x4,,,,,,,,,,,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-28 12:14,"Dragon's Lair B10",Win,2:28,4076,0,0,Rune,5*,9520,Shield,42.98,5,Rare,HP +270,,HP 7%,ATK 4%,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-28 12:31,"Dragon's Lair B10",Win,2:30,4050,0,0,Rune,5*,7225,Endure,48.34,6,Rare,HP +270,DEF 7%,DEF +10,Accuracy 6%,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-28 12:40,"Dragon's Lair B10",Win,2:25,4369,0,0,Rune,5*,12240,Revenge,46.20,4,Rare,HP +270,ATK 6%,ATK +9,DEF 5%,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-28 12:49,"Dragon's Lair B10",Win,2:15,4330,0,2,Rune,5*,7650,Guard,41.14,4,Rare,HP 8%,DEF 7%,HP +164,ATK +8,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-28 12:54,"Dragon's Lair B10",Win,3:51,4163,0,3,Rune,5*,11305,Revenge,39.96,1,Rare,ATK +15,,Resistance 7%,SPD +3,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-28 12:58,"Dragon's Lair B10",Win,2:34,4003,0,0,Symbol of Transcendance x10,,,,,,,,,,,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-28 13:02,"Dragon's Lair B10",Win,2:32,4113,0,0,Rune,6*,12046,Focus,44.64,1,Rare,ATK +22,,Resistance 5%,ATK 5%,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-28 13:06,"Dragon's Lair B10",Win,2:36,4502,0,0,Rune Piece x9,,,,,,,,,,,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-28 13:15,"Dragon's Lair B10",Win,2:21,4307,0,0,Rainbowmon 2,,,,,,,,,,,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-28 13:19,"Dragon's Lair B10",Win,2:08,4463,0,0,Rune Piece x11,,,,,,,,,,,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-28 13:30,"Dragon's Lair B10",Win,2:49,4014,0,0,Symbol of Harmony x5,,,,,,,,,,,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-28 13:33,"Dragon's Lair B10",Win,2:42,4274,0,1,Rune,5*,12920,Violent,36.38,1,Rare,ATK +15,,Accuracy 3%,CRI Rate 3%,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-28 13:36,"Dragon's Lair B10",Win,2:25,4626,0,2,Rune,5*,6800,Endure,46.48,5,Rare,HP +270,CRI Dmg 5%,ATK 6%,ATK +8,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-28 14:00,"Dragon's Lair B10",Win,2:18,4252,0,2,Summoning Stones x3,,,,,,,,,,,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-28 14:03,"Dragon's Lair B10",Win,2:36,4668,1,2,Symbol of Transcendance x10,,,,,,,,,,,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-28 14:07,"Dragon's Lair B10",Win,2:26,4197,0,1,Rune,6*,11887,Guard,51.36,3,Rare,DEF +22,Accuracy 4%,CRI Dmg 6%,SPD +5,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-28 14:14,"Dragon's Lair B10",Win,2:14,4232,0,0,Summoning Stones x2,,,,,,,,,,,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-28 14:17,"Dragon's Lair B10",Win,2:37,4403,0,0,Rainbowmon 2,,,,,,,,,,,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-28 14:20,"Dragon's Lair B10",Win,2:17,4802,0,2,Symbol of Harmony x6,,,,,,,,,,,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-28 14:23,"Dragon's Lair B10",Win,2:36,4359,0,0,Rune,5*,13600,Violent,44.77,2,Rare,HP +270,,ATK 7%,HP 6%,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-28 14:27,"Dragon's Lair B10",Win,2:29,4205,0,3,Rune,5*,10115,Endure,47.96,6,Legendary,Resistance 9%,,ATK 5%,CRI Rate 5%,ATK +14,CRI Dmg 4%,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-28 14:32,"Dragon's Lair B10",Win,2:17,4441,0,0,Rune,6*,18861,Revenge,41.88,6,Rare,Resistance 12%,,Accuracy 4%,HP +136,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-28 14:36,"Dragon's Lair B10",Win,2:38,3894,0,1,Rune Piece x12,,,,,,,,,,,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-28 14:42,"Dragon's Lair B10",Win,2:26,4343,0,0,Rune,5*,19380,Violent,49.08,1,Legendary,ATK +15,ATK 4%,HP +93,SPD +3,CRI Dmg 4%,CRI Rate 5%,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-29 10:57,"Dragon's Lair B10",Win,2:19,4500,0,0,Rune,5*,13770,Violent,40.05,4,Rare,DEF 8%,HP 4%,HP +210,DEF +10,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-29 11:00,"Dragon's Lair B10",Win,2:28,4228,0,0,Rune,5*,11900,Shield,35.16,2,Rare,ATK 8%,,ATK +10,Accuracy 3%,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-29 11:03,"Dragon's Lair B10",Win,2:07,4237,0,3,Rune,6*,12046,Guard,45.54,1,Rare,ATK +22,,HP 5%,ATK 6%,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-29 11:07,"Dragon's Lair B10",Win,2:36,3826,0,1,Rune,5*,11560,Shield,48.34,6,Rare,HP +270,SPD +3,DEF 7%,DEF +15,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-29 11:11,"Dragon's Lair B10",Win,2:59,4264,0,0,Rune,5*,11900,Shield,42.09,2,Rare,HP +270,,DEF 5%,ATK 5%,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-29 11:14,"Dragon's Lair B10",Win,2:14,4461,0,0,Rune,5*,10200,Violent,35.49,3,Rare,DEF +15,,Accuracy 3%,Resistance 3%,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-29 11:18,"Dragon's Lair B10",Win,2:32,5054,0,2,Rune,5*,9690,Guard,49.27,1,Hero,ATK +15,HP 6%,CRI Dmg 3%,Accuracy 5%,ATK 7%,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-29 11:24,"Dragon's Lair B10",Win,2:22,4117,1,0,Rainbowmon 3,,,,,,,,,,,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-29 11:28,"Dragon's Lair B10",Win,2:17,4494,0,2,Symbol of Transcendance x9,,,,,,,,,,,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-29 11:32,"Dragon's Lair B10",Win,2:12,3978,0,2,Rune,5*,11900,Shield,35.90,2,Rare,ATK 8%,,CRI Dmg 3%,DEF +11,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-29 12:00,"Dragon's Lair B10",Win,2:54,4420,0,0,Rune,5*,10115,Shield,38.35,6,Rare,DEF +15,,SPD +3,ATK +13,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-29 12:04,"Dragon's Lair B10",Win,2:25,4372,0,1,Rainbowmon 3,,,,,,,,,,,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-29 12:26,"Dragon's Lair B10",Win,2:58,4568,0,2,Rune,5*,7225,Guard,44.42,6,Rare,DEF +15,ATK +15,ATK 4%,HP 6%,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-29 12:39,"Dragon's Lair B10",Win,2:24,4354,0,1,Symbol of Harmony x6,,,,,,,,,,,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-29 12:41,"Dragon's Lair B10",Win,2:14,3931,0,1,Rune,5*,8500,Focus,45.66,2,Hero,SPD +5,,DEF +15,DEF 4%,ATK +10,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-29 12:46,Hall of Wind B10,Win,1:50,2756,0,0,Essence of Wind(Mid) x2,,,,,,,,,,,,,Perna,Belladeon,Hwa,Lushen,Raki
2017-06-29 12:48,Hall of Wind B10,Win,1:40,2729,0,1,Magic Dust x12,,,,,,,,,,,,,Perna,Chiwu,Hwa,Lushen,Raki
2017-06-29 12:52,Hall of Wind B7,Win,0:25,2296,0,0,Essence of Wind(Mid) x2,,,,,,,,,,,,,Perna,Sieq,Hwa,Lushen,Raki
2017-06-29 12:54,Hall of Wind B7,Win,0:26,2160,0,0,Essence of Wind(High) x1,,,,,,,,,,,,,Perna,Sieq,Hwa,Lushen,Raki
2017-06-29 12:55,Hall of Wind B7,Win,0:28,2144,0,0,Essence of Wind(Low) x3,,,,,,,,,,,,,Perna,Verdehile,Hwa,Lushen,Raki
2017-06-29 12:56,Hall of Wind B7,Win,0:24,2357,0,1,Essence of Wind(Mid) x1,,,,,,,,,,,,,Perna,Verdehile,Hwa,Lushen,Raki
2017-06-29 12:57,Hall of Wind B7,Win,0:29,2318,0,2,Rainbowmon 2,,,,,,,,,,,,,Perna,Galleon,Hwa,Lushen,Raki
2017-06-29 12:57,Hall of Wind B7,Win,0:24,2215,0,2,Essence of Wind(Low) x5,,,,,,,,,,,,,Perna,Galleon,Hwa,Lushen,Raki
2017-06-29 13:00,Hall of Wind B7,Win,0:29,2501,0,0,Essence of Wind(Low) x4,,,,,,,,,,,,,Perna,Shihwa,Hwa,Lushen,Raki
2017-06-29 13:01,Hall of Wind B7,Win,0:24,2699,0,0,Essence of Wind(Mid) x1,,,,,,,,,,,,,Perna,Shihwa,Hwa,Lushen,Raki
2017-06-29 13:02,Hall of Wind B7,Win,0:31,2557,0,1,Essence of Wind(High) x1,,,,,,,,,,,,,Perna,Shihwa,Hwa,Lushen,Raki
2017-06-29 13:04,Hall of Wind B7,Win,0:22,2263,0,0,Rainbowmon 2,,,,,,,,,,,,,Perna,Theomars,Hwa,Lushen,Raki
2017-06-29 13:04,Hall of Wind B7,Win,0:22,2428,0,1,Essence of Wind(Low) x3,,,,,,,,,,,,,Perna,Theomars,Hwa,Lushen,Raki
2017-06-29 13:06,Hall of Wind B7,Win,0:24,2237,0,0,Essence of Wind(Mid) x1,,,,,,,,,,,,,Perna,Theomars,Hwa,Lushen,Raki
2017-06-29 13:08,Hall of Wind B7,Win,0:27,1957,0,2,Essence of Wind(Low) x4,,,,,,,,,,,,,Perna,Theomars,Hwa,Lushen,Raki
2017-06-29 13:13,Hall of Wind B7,Win,0:24,2023,0,0,Essence of Wind(Low) x5,,,,,,,,,,,,,Perna,Theomars,Hwa,Lushen,Raki
2017-06-29 13:19,Faimon Volcano Hell - 1,Win,0:52,1548,0,1,Solid Iron Ore x4,,,,,,,,,,,,,Elemental (Water),Harpu (Wind),Monster Flower (Water),,
2017-06-29 13:21,Faimon Volcano Hell - 1,Lost,0:45,1593,0,0,,,,,,,,,,,,,,Elemental (Water),Harpu (Wind),Monster Flower (Water),,
2017-06-29 13:22,Faimon Volcano Hell - 1,Win,0:47,1624,0,0,Hellhound (Fire) 2,,,,,,,,,,,,,Elemental (Water),Harpu (Wind),Monster Flower (Water),,
2017-06-29 13:25,Faimon Volcano Hell - 1,Lost,0:38,991,0,0,,,,,,,,,,,,,,Elemental (Water),Harpu (Wind),Monster Flower (Water),,
2017-06-29 13:26,Faimon Volcano Hell - 1,Win,0:46,797,0,1,Rune,4*,5673,Revenge,26.88,1,Magic,ATK +10,,HP +87,,,,Elemental (Water),Harpu (Wind),Monster Flower (Water),,
2017-06-29 13:31,Faimon Volcano Hell - 1,Win,0:33,2134,0,1,Rune,3*,2937,Revenge,20.76,1,Common,ATK +7,,,,,,Elemental (Water),Harpu (Wind),Monster Flower (Water),,
2017-06-29 13:32,Faimon Volcano Hell - 1,Win,0:41,1280,0,0,Rune,3*,2937,Revenge,20.76,1,Common,ATK +7,,,,,,Elemental (Water),Harpu (Wind),Monster Flower (Water),,
2017-06-29 13:33,Faimon Volcano Hell - 1,Win,0:50,2227,0,0,Rune,3*,2937,Revenge,20.76,1,Common,ATK +7,,,,,,Elemental (Water),Harpu (Wind),Monster Flower (Water),,
2017-06-29 13:50,Faimon Volcano Hell - 1,Win,0:37,975,0,3,Rune,3*,3427,Revenge,24.33,1,Common,ATK +7,Resistance 4%,,,,,Elemental (Water),Harpu (Wind),Monster Flower (Water),,
2017-06-29 13:52,Faimon Volcano Hell - 1,Lost,0:53,1819,0,2,,,,,,,,,,,,,,Elemental (Water),Harpu (Wind),Monster Flower (Water),,
2017-06-29 13:53,Faimon Volcano Hell - 1,Win,0:50,1435,0,2,Solid Iron Ore x2,,,,,,,,,,,,,Elemental (Water),Harpu (Wind),Monster Flower (Water),,
2017-06-29 13:54,Faimon Volcano Hell - 1,Win,0:43,2742,0,1,Rune,4*,5236,Revenge,25.22,1,Common,ATK +10,,,,,,Elemental (Water),Harpu (Wind),Monster Flower (Water),,
2017-06-29 13:56,Faimon Volcano Hell - 1,Win,0:52,1568,0,1,Rune,3*,2937,Revenge,20.76,1,Common,ATK +7,,,,,,Elemental (Water),Harpu (Wind),Monster Flower (Water),,
2017-06-29 13:58,Faimon Volcano Hell - 1,Win,0:38,1680,0,1,Rune,5*,9690,Revenge,30.13,1,Common,ATK +15,,,,,,Elemental (Water),Harpu (Wind),Monster Flower (Water),,
2017-06-29 14:01,Faimon Volcano Hell - 1,Win,0:31,1434,0,0,Rune,3*,3427,Revenge,23.44,1,Common,ATK +7,Resistance 3%,,,,,Elemental (Water),Harpu (Wind),Monster Flower (Water),,
2017-06-29 14:04,"Dragon's Lair B10",Win,2:27,4466,0,1,Rune,5*,12920,Revenge,39.01,1,Rare,ATK +15,Resistance 3%,HP +138,SPD +3,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-29 14:07,"Dragon's Lair B10",Win,2:19,4220,0,0,Rune,5*,6800,Focus,48.04,5,Rare,HP +270,ATK 7%,SPD +5,Resistance 3%,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-29 14:10,"Dragon's Lair B10",Win,2:19,4192,0,0,Unknown Scroll x9,,,,,,,,,,,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-29 14:14,"Dragon's Lair B10",Win,3:10,4204,0,0,Rune,6*,12680,Focus,53.57,5,Hero,HP +360,,CRI Dmg 7%,ATK 5%,Accuracy 7%,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-29 14:18,"Dragon's Lair B10",Win,2:26,4249,0,2,Rune,5*,11900,Shield,42.98,2,Rare,HP +270,,Resistance 4%,Accuracy 7%,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-29 14:22,"Dragon's Lair B10",Win,2:30,4504,0,1,Rune,5*,13770,Revenge,44.15,4,Hero,DEF 8%,ATK 6%,CRI Dmg 3%,HP +108,CRI Rate 4%,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-29 14:25,"Dragon's Lair B10",Win,2:32,4346,1,0,Rune,5*,6800,Focus,44.44,5,Rare,HP +270,CRI Dmg 3%,DEF +13,Resistance 4%,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-29 14:27,"Dragon's Lair B10",Win,2:27,4311,0,2,Rune,5*,8670,Guard,49.18,6,Hero,DEF +15,ATK 7%,Resistance 5%,CRI Rate 4%,Accuracy 4%,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-29 14:30,"Dragon's Lair B10",Win,2:38,4201,0,1,Rune,5*,14535,Violent,41.74,1,Rare,ATK +15,CRI Rate 3%,ATK 5%,SPD +3,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-29 14:33,"Dragon's Lair B10",Win,2:23,4169,0,1,Rainbowmon 2,,,,,,,,,,,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-29 14:37,"Dragon's Lair B10",Win,2:38,4597,1,1,Rune,5*,8075,Guard,47.14,1,Rare,ATK +15,CRI Rate 5%,CRI Dmg 5%,SPD +5,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-29 14:40,"Dragon's Lair B10",Win,2:25,4123,0,1,Rune,6*,15057,Endure,52.08,1,Rare,ATK +22,HP 7%,Accuracy 6%,CRI Rate 4%,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-29 14:45,"Dragon's Lair B10",Win,2:11,4179,0,0,Rune,5*,7225,Endure,43.82,6,Rare,DEF +15,CRI Rate 4%,ATK 6%,SPD +3,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-29 14:48,"Dragon's Lair B10",Win,2:09,4565,0,0,Rune,5*,12920,Shield,40.64,1,Rare,ATK +15,Accuracy 3%,CRI Rate 4%,CRI Dmg 3%,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-29 14:52,"Dragon's Lair B10",Win,2:29,4170,0,0,Rune Piece x9,,,,,,,,,,,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-29 14:56,"Dragon's Lair B10",Win,2:17,3988,0,0,Rune,5*,11475,Violent,44.42,3,Rare,DEF +15,HP 6%,SPD +3,DEF 6%,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-29 14:59,"Dragon's Lair B10",Win,2:34,4132,0,0,Rune Piece x8,,,,,,,,,,,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-29 15:02,"Dragon's Lair B10",Win,2:19,3878,0,0,Unknown Scroll x10,,,,,,,,,,,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-29 15:11,"Dragon's Lair B10",Win,2:19,4187,0,1,Rune,5*,10880,Shield,45.78,5,Hero,HP +270,,ATK +14,SPD +4,DEF +8,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-29 15:14,"Dragon's Lair B10",Win,2:25,4689,0,0,Symbol of Transcendance x12,,,,,,,,,,,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-29 15:18,"Dragon's Lair B10",Win,3:13,4433,0,1,Rune,6*,18861,Revenge,46.18,6,Rare,ATK 11%,,ATK +19,HP +193,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-29 15:29,"Dragon's Lair B10",Win,2:33,4367,0,0,Symbol of Chaos x4,,,,,,,,,,,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-29 19:49,"Dragon's Lair B10",Win,3:46,4663,0,0,Rune,5*,8075,Endure,44.76,1,Rare,ATK +15,ATK 4%,SPD +5,CRI Dmg 5%,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-29 19:54,"Dragon's Lair B10",Win,2:28,4276,0,3,Rune,5*,16150,Violent,48.55,1,Hero,ATK +15,HP +228,CRI Rate 4%,CRI Dmg 3%,ATK 7%,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-29 20:01,"Dragon's Lair B10",Win,2:19,4826,0,1,Rune,6*,14265,Endure,51.07,4,Rare,DEF 11%,HP 5%,Resistance 7%,ATK +13,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-29 20:05,"Dragon's Lair B10",Win,2:41,4362,0,2,Rune,5*,5780,Focus,42.34,6,Rare,DEF +15,,CRI Rate 5%,Accuracy 7%,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-29 20:14,"Dragon's Lair B10",Win,2:34,4056,0,0,Symbol of Transcendance x8,,,,,,,,,,,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-29 20:17,"Dragon's Lair B10",Win,2:17,4054,0,1,Unknown Scroll x11,,,,,,,,,,,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-29 20:22,"Dragon's Lair B10",Win,2:15,4092,0,1,Rune,5*,5100,Guard,37.07,3,Rare,DEF +15,,HP +130,HP 5%,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-29 20:25,"Dragon's Lair B10",Win,2:38,4247,0,1,Rune,5*,12240,Shield,38.48,4,Hero,CRI Dmg 8%,,CRI Rate 3%,Resistance 3%,DEF +9,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-06-29 22:51,"Dragon's Lair B10",Win,2:23,4064,0,2,Rune,5*,11560,Violent,38.95,6,Rare,HP 8%,,CRI Dmg 4%,CRI Rate 5%,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-07-10 10:33,"Dragon's Lair B10",Win,2:31,4678,0,1,Symbol of Transcendance x12,,,,,,,,,,,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-07-10 10:37,"Dragon's Lair B10",Win,2:33,3842,0,1,Symbol of Harmony x5,,,,,,,,,,,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-07-10 10:41,"Dragon's Lair B10",Win,2:45,4461,0,1,Rune,5*,10880,Violent,40.31,5,Rare,HP +270,,ATK 4%,SPD +3,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-07-10 12:30,"Dragon's Lair B10",Win,3:44,4629,0,2,Rune,5*,8500,Guard,42.04,2,Rare,DEF +15,ATK 5%,Accuracy 3%,CRI Rate 4%,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-07-10 12:33,"Dragon's Lair B10",Win,2:25,4142,0,1,Rune,5*,10200,Shield,45.40,3,Rare,DEF +15,SPD +5,DEF 7%,CRI Dmg 3%,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-07-10 12:43,"Dragon's Lair B10",Win,2:29,4178,0,1,Rune,5*,12240,Shield,41.28,4,Rare,CRI Dmg 8%,HP 5%,HP +128,DEF +15,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-07-10 12:47,"Dragon's Lair B10",Win,3:17,4135,1,2,Summoning Stones x3,,,,,,,,,,,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-07-10 12:57,"Dragon's Lair B10",Win,2:15,4351,0,0,Rune,5*,10880,Shield,47.75,5,Rare,HP +270,ATK 5%,SPD +4,HP 6%,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-07-10 13:08,"Dragon's Lair B10",Win,2:08,4314,0,0,Rainbowmon 3,,,,,,,,,,,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-07-10 13:17,"Dragon's Lair B10",Win,2:25,4037,0,1,Rune,5*,8075,Focus,46.80,1,Hero,ATK +15,,ATK 7%,CRI Rate 5%,Resistance 5%,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-07-10 13:43,"Dragon's Lair B10",Win,2:17,4357,0,1,Rune,6*,11887,Endure,50.89,3,Rare,DEF +22,CRI Rate 6%,DEF 5%,Accuracy 4%,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-07-10 14:52,"Dragon's Lair B10",Win,2:08,4450,0,1,Rune,5*,6800,Focus,49.53,5,Rare,HP +270,CRI Rate 4%,DEF 6%,HP 7%,,,Veromos,Taor,Megan,Verdehile,Belladeon
2017-07-10 15:41,"Dragon's Lair B10",Win,2:20,4652,0,0,Rune,5*,10710,Shield,39.33,4,Rare,DEF 8%,,CRI Rate 5%,HP 5%,,,Veromos,Taor,Megan,Verdehile,Belladeon
